Ai,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,Rank
$A_{1348}$,1883.0,0.0,1.6,0.0,9.0,0.0,24.0,0.1,87.0,1.0,16.0,203.0,915.0,3563.0,17.0,10.0,3.0,0.0,0.0,0.0,3.0,1571
$A_{1349}$,564.0,0.0,3.0,1.0,1.0,0.0,8.0,0.7,130.0,2.0,3.0,853.0,1737.0,2227.0,9.0,2.0,14.0,1.0,0.0,1.0,1.0,1161
$A_{1350}$,1969.0,0.0,0.8,1.0,5.0,1.0,7.0,0.2,85.0,8.0,20.0,332.0,764.0,315.0,16.0,7.0,7.0,1.0,1.0,0.0,0.0,403
$A_{1351}$,1747.0,0.0,0.5,0.0,4.0,0.0,13.0,0.7,185.0,6.0,12.0,800.0,873.0,3105.0,7.0,1.0,10.0,1.0,0.0,0.0,3.0,1588
$A_{1352}$,1920.0,0.0,0.6,1.0,3.0,1.0,19.0,0.5,131.0,3.0,8.0,670.0,1152.0,3943.0,13.0,0.0,4.0,1.0,1.0,0.0,3.0,871
$A_{1353}$,612.0,1.0,0.5,1.0,1.0,1.0,20.0,0.8,179.0,8.0,6.0,1145.0,1487.0,3282.0,16.0,2.0,18.0,1.0,1.0,1.0,3.0,65
$A_{1354}$,1470.0,0.0,2.2,1.0,4.0,1.0,33.0,0.4,138.0,7.0,10.0,1790.0,1988.0,1633.0,18.0,4.0,4.0,1.0,0.0,0.0,2.0,938
$A_{1355}$,717.0,0.0,1.1,1.0,2.0,1.0,14.0,0.1,99.0,8.0,6.0,1878.0,1981.0,629.0,16.0,15.0,20.0,1.0,0.0,0.0,0.0,702
$A_{1356}$,1623.0,1.0,1.2,0.0,6.0,1.0,61.0,0.9,120.0,7.0,12.0,1568.0,1832.0,1510.0,12.0,10.0,17.0,1.0,1.0,0.0,2.0,349
$A_{1357}$,1680.0,1.0,1.2,1.0,6.0,1.0,37.0,0.7,168.0,4.0,7.0,679.0,1231.0,1459.0,15.0,3.0,2.0,1.0,1.0,0.0,1.0,213
$A_{1358}$,1449.0,1.0,0.5,1.0,0.0,0.0,52.0,0.6,105.0,6.0,0.0,211.0,947.0,2036.0,5.0,1.0,10.0,0.0,1.0,0.0,1.0,947
$A_{1359}$,1514.0,1.0,1.4,0.0,3.0,1.0,12.0,0.6,138.0,3.0,4.0,306.0,538.0,1037.0,15.0,3.0,15.0,1.0,0.0,1.0,0.0,630
$A_{1360}$,742.0,1.0,0.5,0.0,0.0,1.0,36.0,0.7,139.0,3.0,1.0,1161.0,1288.0,292.0,8.0,0.0,6.0,1.0,1.0,1.0,0.0,313
$A_{1361}$,1170.0,1.0,0.9,0.0,6.0,1.0,14.0,0.4,199.0,2.0,13.0,474.0,709.0,715.0,18.0,5.0,20.0,1.0,0.0,1.0,0.0,455
$A_{1362}$,1112.0,1.0,0.5,1.0,1.0,0.0,53.0,0.6,121.0,4.0,16.0,234.0,739.0,3655.0,7.0,3.0,20.0,1.0,1.0,0.0,3.0,725
$A_{1363}$,1811.0,1.0,0.5,1.0,0.0,0.0,32.0,1.0,115.0,6.0,0.0,204.0,1132.0,348.0,17.0,11.0,18.0,1.0,0.0,1.0,0.0,588
$A_{1364}$,1806.0,1.0,2.0,1.0,2.0,1.0,54.0,0.1,117.0,1.0,11.0,347.0,727.0,3142.0,13.0,0.0,6.0,1.0,0.0,1.0,3.0,285
$A_{1365}$,1640.0,1.0,0.7,0.0,10.0,1.0,21.0,0.8,169.0,7.0,14.0,589.0,1301.0,337.0,16.0,3.0,5.0,1.0,1.0,0.0,0.0,430
$A_{1366}$,1420.0,0.0,2.8,1.0,1.0,0.0,50.0,0.1,100.0,8.0,8.0,194.0,1393.0,763.0,17.0,1.0,17.0,0.0,1.0,1.0,0.0,545
$A_{1367}$,609.0,1.0,0.5,0.0,4.0,1.0,10.0,0.1,81.0,6.0,6.0,113.0,1524.0,1905.0,16.0,3.0,18.0,1.0,1.0,1.0,1.0,177
$A_{1368}$,1330.0,0.0,0.9,0.0,6.0,1.0,52.0,0.8,84.0,4.0,12.0,462.0,1304.0,3269.0,19.0,6.0,8.0,1.0,1.0,0.0,3.0,1100
$A_{1369}$,1227.0,1.0,1.1,1.0,0.0,0.0,34.0,0.2,130.0,3.0,3.0,935.0,1781.0,1324.0,7.0,3.0,12.0,0.0,1.0,1.0,1.0,365
$A_{1370}$,946.0,0.0,2.1,0.0,0.0,1.0,19.0,0.2,154.0,8.0,0.0,159.0,630.0,2104.0,7.0,4.0,16.0,1.0,1.0,0.0,1.0,1141
$A_{1371}$,1426.0,1.0,0.8,0.0,2.0,1.0,42.0,0.6,84.0,3.0,10.0,715.0,1163.0,1356.0,15.0,9.0,16.0,1.0,0.0,1.0,1.0,497
$A_{1372}$,1325.0,1.0,0.5,0.0,0.0,1.0,13.0,1.0,133.0,4.0,8.0,1353.0,1915.0,3707.0,19.0,3.0,18.0,1.0,1.0,0.0,3.0,777
$A_{1373}$,1791.0,1.0,0.5,1.0,1.0,1.0,33.0,0.5,110.0,5.0,4.0,371.0,682.0,594.0,17.0,8.0,16.0,1.0,0.0,1.0,0.0,168
$A_{1374}$,1935.0,0.0,0.5,0.0,0.0,1.0,29.0,0.6,124.0,5.0,9.0,806.0,860.0,455.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0,1137
$A_{1375}$,797.0,1.0,1.5,1.0,4.0,0.0,18.0,0.6,81.0,8.0,20.0,888.0,1466.0,2052.0,9.0,3.0,14.0,1.0,1.0,1.0,1.0,102
$A_{1376}$,1083.0,0.0,1.0,0.0,6.0,0.0,52.0,0.9,126.0,2.0,20.0,925.0,1469.0,681.0,19.0,18.0,19.0,1.0,1.0,1.0,0.0,636
$A_{1377}$,1868.0,1.0,0.5,0.0,2.0,1.0,40.0,0.9,179.0,8.0,17.0,576.0,884.0,298.0,8.0,2.0,17.0,1.0,1.0,0.0,0.0,510
$A_{1378}$,601.0,1.0,1.7,1.0,3.0,1.0,6.0,0.8,169.0,4.0,11.0,818.0,1827.0,2651.0,14.0,8.0,9.0,1.0,0.0,1.0,2.0,234
$A_{1379}$,1831.0,1.0,2.2,1.0,4.0,0.0,55.0,1.0,189.0,8.0,9.0,1693.0,1790.0,1133.0,14.0,3.0,10.0,0.0,1.0,0.0,1.0,562
$A_{1380}$,1416.0,1.0,1.8,1.0,0.0,0.0,20.0,0.1,93.0,4.0,0.0,1175.0,1578.0,3872.0,10.0,2.0,7.0,0.0,0.0,1.0,3.0,914
$A_{1381}$,1998.0,1.0,1.2,0.0,8.0,0.0,31.0,0.6,196.0,8.0,19.0,50.0,1356.0,2311.0,17.0,9.0,18.0,1.0,1.0,0.0,2.0,816
$A_{1382}$,1830.0,1.0,0.5,0.0,5.0,0.0,14.0,0.8,160.0,6.0,6.0,773.0,1353.0,1905.0,16.0,3.0,19.0,1.0,1.0,1.0,2.0,624
$A_{1383}$,1619.0,1.0,1.9,0.0,2.0,1.0,21.0,0.4,138.0,1.0,9.0,46.0,562.0,1641.0,7.0,2.0,13.0,1.0,0.0,0.0,1.0,1183
$A_{1384}$,1713.0,1.0,2.0,0.0,9.0,1.0,5.0,0.7,199.0,6.0,16.0,108.0,1963.0,1513.0,15.0,6.0,2.0,1.0,0.0,1.0,1.0,464
$A_{1385}$,1792.0,1.0,1.0,0.0,3.0,1.0,62.0,0.3,170.0,7.0,8.0,1626.0,1913.0,2563.0,18.0,14.0,15.0,1.0,0.0,1.0,3.0,351
$A_{1386}$,1442.0,0.0,2.2,0.0,0.0,1.0,56.0,0.7,145.0,5.0,3.0,1626.0,1668.0,1513.0,11.0,8.0,7.0,1.0,1.0,0.0,2.0,1048
$A_{1387}$,1841.0,1.0,1.3,1.0,6.0,0.0,14.0,0.6,167.0,8.0,8.0,593.0,672.0,2304.0,7.0,1.0,18.0,0.0,0.0,1.0,2.0,792
$A_{1388}$,536.0,1.0,1.4,0.0,0.0,1.0,53.0,0.7,135.0,3.0,0.0,547.0,705.0,1211.0,15.0,10.0,7.0,1.0,0.0,1.0,0.0,594
$A_{1389}$,1660.0,0.0,0.6,0.0,2.0,1.0,24.0,0.8,169.0,2.0,3.0,223.0,1777.0,2402.0,12.0,10.0,14.0,1.0,1.0,1.0,2.0,767
$A_{1390}$,1552.0,0.0,1.2,0.0,10.0,1.0,53.0,0.3,180.0,8.0,18.0,430.0,658.0,2606.0,13.0,6.0,12.0,1.0,0.0,0.0,2.0,1269
$A_{1391}$,1694.0,1.0,0.6,0.0,0.0,1.0,34.0,0.3,102.0,7.0,7.0,377.0,549.0,2298.0,17.0,5.0,2.0,1.0,1.0,0.0,2.0,735
$A_{1392}$,934.0,0.0,1.1,0.0,7.0,0.0,24.0,0.8,112.0,5.0,12.0,1111.0,1463.0,1017.0,12.0,7.0,9.0,0.0,0.0,1.0,0.0,1414
$A_{1393}$,1542.0,0.0,2.3,0.0,1.0,0.0,43.0,0.8,182.0,2.0,11.0,346.0,966.0,3601.0,14.0,4.0,16.0,0.0,0.0,0.0,3.0,1598
$A_{1394}$,1020.0,0.0,1.5,0.0,13.0,1.0,7.0,0.7,96.0,3.0,18.0,870.0,1613.0,1142.0,13.0,9.0,8.0,1.0,0.0,1.0,1.0,825
$A_{1395}$,1831.0,1.0,2.3,0.0,3.0,1.0,44.0,0.2,148.0,7.0,14.0,437.0,1113.0,2460.0,10.0,5.0,18.0,1.0,0.0,0.0,2.0,890
$A_{1396}$,1744.0,0.0,2.8,0.0,0.0,1.0,62.0,0.7,158.0,1.0,0.0,621.0,1558.0,345.0,10.0,6.0,14.0,1.0,0.0,0.0,0.0,1411
$A_{1397}$,825.0,0.0,0.5,1.0,0.0,1.0,23.0,0.1,86.0,2.0,0.0,206.0,1917.0,3278.0,8.0,6.0,2.0,1.0,0.0,1.0,3.0,940
$A_{1398}$,1925.0,0.0,3.0,1.0,0.0,1.0,16.0,0.8,175.0,8.0,11.0,983.0,1087.0,2173.0,7.0,3.0,19.0,1.0,1.0,0.0,2.0,612
$A_{1399}$,504.0,1.0,0.5,1.0,5.0,0.0,16.0,0.1,166.0,1.0,9.0,767.0,1665.0,701.0,17.0,15.0,15.0,1.0,0.0,1.0,0.0,368
$A_{1400}$,1299.0,0.0,2.8,1.0,2.0,0.0,60.0,0.8,187.0,8.0,6.0,1333.0,1838.0,1412.0,13.0,1.0,20.0,0.0,1.0,1.0,1.0,592
$A_{1401}$,854.0,0.0,1.0,0.0,5.0,1.0,17.0,0.9,101.0,4.0,9.0,730.0,1148.0,3115.0,7.0,0.0,2.0,1.0,0.0,0.0,2.0,1529
$A_{1402}$,798.0,0.0,2.4,0.0,5.0,0.0,4.0,0.2,96.0,3.0,9.0,526.0,643.0,2965.0,15.0,7.0,14.0,1.0,1.0,0.0,2.0,1397
$A_{1403}$,1077.0,1.0,2.5,0.0,13.0,1.0,49.0,0.6,131.0,4.0,14.0,334.0,1079.0,3454.0,17.0,11.0,2.0,1.0,0.0,1.0,3.0,382
$A_{1404}$,1672.0,1.0,1.7,1.0,1.0,1.0,44.0,0.5,172.0,8.0,4.0,1250.0,1435.0,1348.0,11.0,6.0,7.0,1.0,1.0,1.0,1.0,18
$A_{1405}$,1579.0,1.0,1.5,0.0,0.0,0.0,27.0,0.2,142.0,6.0,18.0,831.0,1484.0,1713.0,16.0,4.0,10.0,1.0,1.0,1.0,1.0,426
$A_{1406}$,1944.0,1.0,0.5,0.0,1.0,1.0,26.0,0.5,92.0,4.0,9.0,313.0,712.0,2322.0,19.0,8.0,7.0,1.0,0.0,1.0,2.0,700
$A_{1407}$,1137.0,1.0,1.0,0.0,18.0,0.0,7.0,1.0,196.0,3.0,19.0,942.0,1179.0,3616.0,13.0,5.0,12.0,1.0,1.0,1.0,3.0,416
$A_{1408}$,1119.0,0.0,0.5,1.0,0.0,1.0,23.0,0.4,164.0,4.0,1.0,821.0,915.0,3520.0,7.0,4.0,7.0,1.0,0.0,0.0,3.0,1350
$A_{1409}$,1290.0,0.0,0.5,0.0,0.0,0.0,3.0,0.1,143.0,6.0,4.0,600.0,1109.0,1214.0,9.0,8.0,15.0,0.0,1.0,1.0,1.0,1275
$A_{1410}$,676.0,0.0,2.2,0.0,1.0,1.0,39.0,0.2,84.0,1.0,5.0,864.0,1011.0,2064.0,13.0,7.0,6.0,1.0,0.0,0.0,1.0,1422
$A_{1411}$,1822.0,0.0,1.2,0.0,0.0,0.0,8.0,0.2,195.0,6.0,0.0,172.0,910.0,2577.0,9.0,5.0,8.0,1.0,1.0,0.0,2.0,1523
$A_{1412}$,1425.0,0.0,1.2,0.0,9.0,1.0,35.0,0.7,127.0,8.0,14.0,150.0,1897.0,590.0,13.0,2.0,6.0,1.0,1.0,1.0,0.0,415
$A_{1413}$,1851.0,0.0,2.9,0.0,0.0,0.0,53.0,0.7,112.0,6.0,2.0,174.0,1175.0,2678.0,6.0,0.0,8.0,1.0,0.0,0.0,2.0,1581
$A_{1414}$,1698.0,0.0,2.8,0.0,10.0,1.0,7.0,0.8,131.0,8.0,12.0,26.0,508.0,2992.0,15.0,3.0,17.0,1.0,1.0,0.0,2.0,962
$A_{1415}$,1689.0,1.0,0.5,0.0,11.0,0.0,9.0,0.5,150.0,5.0,15.0,467.0,675.0,2637.0,8.0,4.0,3.0,1.0,0.0,0.0,2.0,1406
$A_{1416}$,1652.0,0.0,0.6,1.0,4.0,1.0,40.0,1.0,198.0,7.0,6.0,352.0,1084.0,3592.0,7.0,6.0,6.0,1.0,0.0,0.0,3.0,1283
$A_{1417}$,999.0,0.0,1.7,0.0,6.0,0.0,49.0,0.6,132.0,1.0,17.0,608.0,1970.0,1598.0,7.0,0.0,8.0,0.0,1.0,0.0,1.0,1496
$A_{1418}$,1122.0,0.0,2.8,0.0,0.0,0.0,28.0,0.6,184.0,3.0,4.0,1578.0,1963.0,1402.0,14.0,10.0,3.0,0.0,1.0,0.0,1.0,1489
$A_{1419}$,1642.0,0.0,0.5,1.0,16.0,1.0,8.0,0.3,171.0,6.0,17.0,129.0,873.0,2984.0,13.0,4.0,17.0,1.0,0.0,1.0,2.0,388
$A_{1420}$,1860.0,1.0,2.3,0.0,15.0,0.0,23.0,0.6,162.0,4.0,16.0,1362.0,1506.0,3918.0,9.0,2.0,8.0,0.0,1.0,0.0,3.0,986
$A_{1421}$,967.0,1.0,1.6,0.0,4.0,0.0,25.0,0.6,92.0,8.0,9.0,243.0,1642.0,3076.0,7.0,4.0,18.0,0.0,1.0,1.0,2.0,738
$A_{1422}$,1673.0,0.0,2.8,1.0,7.0,0.0,9.0,0.1,187.0,3.0,10.0,65.0,734.0,3669.0,9.0,1.0,10.0,1.0,0.0,1.0,3.0,1134
$A_{1423}$,880.0,1.0,1.7,1.0,0.0,0.0,33.0,0.7,173.0,2.0,2.0,30.0,1350.0,1414.0,12.0,1.0,7.0,1.0,1.0,0.0,0.0,768
$A_{1424}$,1872.0,1.0,0.9,1.0,0.0,0.0,16.0,0.5,80.0,2.0,2.0,286.0,1484.0,2295.0,15.0,11.0,16.0,0.0,0.0,1.0,2.0,884
$A_{1425}$,592.0,0.0,0.8,1.0,1.0,0.0,52.0,0.9,103.0,7.0,10.0,332.0,970.0,1507.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,1318
$A_{1426}$,1221.0,0.0,2.3,0.0,7.0,1.0,35.0,0.4,152.0,7.0,19.0,765.0,1899.0,2638.0,19.0,16.0,14.0,1.0,1.0,1.0,2.0,238
$A_{1427}$,957.0,1.0,0.7,0.0,0.0,1.0,4.0,0.1,160.0,2.0,0.0,38.0,1682.0,1898.0,12.0,4.0,3.0,1.0,1.0,0.0,1.0,854
$A_{1428}$,1777.0,0.0,2.2,1.0,0.0,0.0,15.0,0.2,100.0,4.0,7.0,553.0,874.0,1552.0,10.0,8.0,10.0,1.0,1.0,0.0,1.0,1028
$A_{1429}$,1063.0,1.0,2.5,0.0,0.0,1.0,31.0,0.9,95.0,6.0,10.0,295.0,935.0,961.0,16.0,6.0,5.0,1.0,1.0,0.0,0.0,558
$A_{1430}$,1367.0,0.0,2.9,0.0,4.0,0.0,56.0,0.8,176.0,2.0,6.0,36.0,642.0,299.0,6.0,2.0,10.0,0.0,1.0,0.0,0.0,1517
$A_{1431}$,1836.0,1.0,2.1,1.0,0.0,1.0,30.0,0.2,184.0,7.0,15.0,276.0,1230.0,3072.0,7.0,3.0,5.0,1.0,1.0,0.0,3.0,274
$A_{1432}$,808.0,1.0,0.5,1.0,3.0,0.0,46.0,0.5,105.0,8.0,15.0,119.0,529.0,1082.0,15.0,5.0,10.0,1.0,0.0,1.0,0.0,453
$A_{1433}$,1596.0,0.0,2.9,1.0,7.0,0.0,7.0,0.7,149.0,2.0,9.0,169.0,1190.0,2493.0,14.0,12.0,13.0,1.0,1.0,1.0,2.0,521
$A_{1434}$,1546.0,1.0,1.6,1.0,2.0,1.0,27.0,0.7,124.0,2.0,6.0,1138.0,1491.0,267.0,12.0,10.0,16.0,1.0,1.0,0.0,0.0,140
$A_{1435}$,1981.0,1.0,1.9,1.0,13.0,0.0,45.0,0.3,175.0,6.0,18.0,193.0,1234.0,1380.0,10.0,1.0,13.0,0.0,1.0,0.0,1.0,449
$A_{1436}$,1713.0,0.0,2.5,1.0,1.0,0.0,27.0,0.9,127.0,7.0,3.0,729.0,974.0,2406.0,13.0,10.0,20.0,1.0,0.0,1.0,2.0,1018
$A_{1437}$,657.0,0.0,2.5,0.0,0.0,0.0,37.0,0.7,141.0,2.0,1.0,476.0,961.0,1412.0,14.0,3.0,18.0,0.0,1.0,0.0,0.0,1524
$A_{1438}$,1929.0,1.0,0.5,1.0,0.0,1.0,19.0,1.0,163.0,6.0,2.0,349.0,1051.0,1913.0,12.0,7.0,6.0,1.0,1.0,0.0,1.0,350
$A_{1439}$,508.0,1.0,1.3,0.0,1.0,0.0,50.0,0.7,82.0,5.0,9.0,102.0,1195.0,2175.0,14.0,4.0,14.0,0.0,0.0,1.0,1.0,1243
$A_{1440}$,848.0,1.0,2.8,0.0,1.0,0.0,8.0,0.1,103.0,7.0,3.0,7.0,1294.0,436.0,10.0,6.0,15.0,1.0,1.0,1.0,0.0,481
$A_{1441}$,1007.0,0.0,2.0,0.0,0.0,0.0,45.0,0.1,95.0,5.0,2.0,1186.0,1529.0,3648.0,9.0,0.0,16.0,0.0,0.0,0.0,3.0,1594
$A_{1442}$,1661.0,1.0,0.8,1.0,1.0,1.0,6.0,1.0,109.0,7.0,2.0,594.0,1337.0,864.0,9.0,8.0,2.0,1.0,0.0,1.0,1.0,333
$A_{1443}$,1540.0,0.0,0.7,1.0,1.0,0.0,60.0,0.8,197.0,7.0,12.0,704.0,822.0,1591.0,19.0,0.0,2.0,1.0,0.0,1.0,1.0,1115
$A_{1444}$,812.0,0.0,0.5,1.0,1.0,0.0,64.0,1.0,106.0,4.0,7.0,35.0,1309.0,3102.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,1564
$A_{1445}$,1689.0,1.0,2.4,1.0,0.0,1.0,13.0,0.9,168.0,2.0,9.0,521.0,674.0,1172.0,12.0,11.0,17.0,1.0,1.0,1.0,0.0,26
$A_{1446}$,819.0,1.0,2.5,1.0,0.0,1.0,11.0,0.2,83.0,8.0,1.0,438.0,822.0,1094.0,10.0,5.0,15.0,1.0,0.0,0.0,0.0,536
$A_{1447}$,1703.0,1.0,0.5,0.0,0.0,1.0,22.0,0.6,192.0,1.0,0.0,286.0,1235.0,1046.0,5.0,4.0,13.0,1.0,0.0,1.0,0.0,783
$A_{1448}$,1652.0,1.0,1.1,1.0,1.0,0.0,36.0,0.7,89.0,4.0,5.0,313.0,1264.0,2338.0,12.0,8.0,20.0,0.0,0.0,0.0,2.0,1288
$A_{1449}$,864.0,0.0,1.7,0.0,3.0,1.0,35.0,0.3,103.0,3.0,7.0,663.0,1805.0,1904.0,12.0,8.0,13.0,1.0,1.0,1.0,1.0,485
$A_{1450}$,1347.0,0.0,2.9,0.0,5.0,0.0,44.0,0.6,132.0,1.0,14.0,434.0,967.0,2484.0,18.0,2.0,11.0,1.0,0.0,1.0,2.0,1400
$A_{1451}$,1221.0,0.0,0.5,0.0,1.0,1.0,28.0,0.5,139.0,1.0,7.0,1895.0,1976.0,2438.0,13.0,11.0,10.0,1.0,1.0,1.0,3.0,680
$A_{1452}$,1488.0,0.0,0.5,0.0,1.0,0.0,39.0,0.8,112.0,5.0,6.0,1528.0,1647.0,3054.0,14.0,10.0,19.0,0.0,0.0,0.0,3.0,1587
$A_{1453}$,1343.0,0.0,2.4,1.0,5.0,1.0,14.0,0.9,81.0,8.0,10.0,1063.0,1205.0,462.0,18.0,7.0,11.0,1.0,1.0,1.0,0.0,90
$A_{1454}$,793.0,1.0,2.8,1.0,1.0,1.0,64.0,0.4,179.0,4.0,2.0,818.0,1006.0,2296.0,12.0,0.0,5.0,1.0,1.0,0.0,1.0,214
$A_{1455}$,1058.0,0.0,1.5,0.0,2.0,0.0,19.0,0.4,166.0,4.0,14.0,493.0,1247.0,418.0,9.0,7.0,16.0,0.0,0.0,1.0,0.0,1460
$A_{1456}$,1191.0,0.0,1.3,1.0,16.0,1.0,26.0,0.8,84.0,1.0,20.0,681.0,683.0,1604.0,14.0,3.0,9.0,1.0,0.0,1.0,1.0,393
$A_{1457}$,1483.0,0.0,2.1,0.0,1.0,1.0,54.0,0.2,176.0,7.0,2.0,531.0,758.0,1851.0,15.0,13.0,2.0,1.0,1.0,0.0,1.0,948
$A_{1458}$,1619.0,1.0,0.9,0.0,3.0,0.0,20.0,0.9,117.0,6.0,9.0,813.0,1180.0,464.0,7.0,5.0,16.0,1.0,0.0,1.0,0.0,977
$A_{1459}$,1036.0,1.0,2.4,0.0,0.0,0.0,39.0,0.2,119.0,7.0,3.0,373.0,926.0,2101.0,10.0,7.0,2.0,0.0,1.0,0.0,1.0,1210
$A_{1460}$,1263.0,0.0,0.5,0.0,12.0,0.0,64.0,0.3,175.0,5.0,18.0,178.0,1883.0,1183.0,14.0,3.0,17.0,0.0,0.0,1.0,1.0,1348
$A_{1461}$,826.0,1.0,2.4,1.0,14.0,1.0,57.0,0.6,117.0,2.0,17.0,1077.0,1183.0,1907.0,15.0,14.0,5.0,1.0,0.0,0.0,1.0,198
$A_{1462}$,865.0,0.0,1.2,1.0,8.0,0.0,59.0,0.1,159.0,3.0,9.0,805.0,1804.0,2361.0,16.0,11.0,19.0,1.0,0.0,1.0,2.0,785
$A_{1463}$,1869.0,0.0,2.6,0.0,0.0,1.0,30.0,0.4,152.0,1.0,13.0,163.0,874.0,1375.0,15.0,3.0,19.0,1.0,0.0,0.0,1.0,1430
$A_{1464}$,1472.0,0.0,3.0,0.0,4.0,1.0,20.0,0.3,169.0,2.0,6.0,443.0,892.0,797.0,6.0,1.0,11.0,1.0,1.0,0.0,0.0,1025
$A_{1465}$,1762.0,1.0,2.7,1.0,13.0,1.0,25.0,0.9,189.0,1.0,14.0,300.0,527.0,1896.0,14.0,10.0,20.0,1.0,1.0,1.0,1.0,3
$A_{1466}$,1009.0,1.0,1.0,1.0,2.0,0.0,2.0,0.6,102.0,8.0,14.0,912.0,1043.0,1716.0,7.0,5.0,15.0,0.0,0.0,0.0,1.0,1203
$A_{1467}$,598.0,1.0,0.8,1.0,8.0,1.0,62.0,0.1,117.0,8.0,9.0,118.0,764.0,3066.0,11.0,2.0,19.0,1.0,1.0,0.0,2.0,124
$A_{1468}$,1875.0,1.0,0.5,1.0,11.0,1.0,55.0,0.7,91.0,1.0,17.0,1802.0,1942.0,2712.0,7.0,2.0,6.0,1.0,0.0,1.0,3.0,145
$A_{1469}$,1043.0,0.0,2.7,0.0,3.0,0.0,29.0,0.2,83.0,8.0,17.0,887.0,893.0,1183.0,5.0,3.0,8.0,1.0,0.0,0.0,0.0,1520
$A_{1470}$,702.0,0.0,2.6,1.0,2.0,1.0,9.0,0.7,141.0,3.0,3.0,504.0,1570.0,2955.0,10.0,4.0,19.0,1.0,0.0,0.0,2.0,1211
$A_{1471}$,1715.0,0.0,1.3,0.0,0.0,1.0,12.0,0.3,94.0,8.0,6.0,1224.0,1676.0,1633.0,15.0,10.0,5.0,1.0,1.0,1.0,2.0,565
$A_{1472}$,1866.0,0.0,0.5,0.0,13.0,1.0,52.0,0.7,185.0,1.0,17.0,356.0,563.0,373.0,14.0,9.0,3.0,1.0,0.0,1.0,0.0,834
$A_{1473}$,1479.0,1.0,1.8,1.0,0.0,1.0,24.0,0.1,146.0,6.0,0.0,327.0,645.0,3762.0,12.0,10.0,5.0,1.0,0.0,0.0,3.0,753
$A_{1474}$,1872.0,0.0,0.5,1.0,3.0,0.0,17.0,0.7,89.0,6.0,6.0,1749.0,1767.0,724.0,17.0,3.0,9.0,1.0,0.0,1.0,1.0,1012
$A_{1475}$,857.0,1.0,2.0,1.0,3.0,0.0,17.0,0.2,195.0,7.0,9.0,157.0,948.0,3100.0,17.0,5.0,13.0,1.0,1.0,0.0,2.0,557
$A_{1476}$,1187.0,1.0,2.2,0.0,0.0,1.0,46.0,0.4,145.0,2.0,9.0,1173.0,1814.0,3917.0,13.0,11.0,8.0,1.0,0.0,1.0,3.0,546
$A_{1477}$,1934.0,1.0,2.6,1.0,0.0,1.0,46.0,0.1,103.0,1.0,17.0,619.0,1299.0,2940.0,13.0,9.0,2.0,1.0,1.0,1.0,3.0,29
$A_{1478}$,1741.0,1.0,1.8,0.0,0.0,0.0,14.0,0.7,143.0,8.0,0.0,730.0,1895.0,3387.0,11.0,3.0,3.0,1.0,0.0,0.0,3.0,1526
$A_{1479}$,1154.0,0.0,1.2,1.0,0.0,1.0,49.0,0.2,181.0,8.0,2.0,541.0,1499.0,978.0,5.0,3.0,7.0,1.0,0.0,1.0,0.0,575
$A_{1480}$,1520.0,0.0,0.5,0.0,1.0,1.0,24.0,0.7,199.0,5.0,8.0,109.0,1909.0,3233.0,13.0,3.0,4.0,1.0,0.0,1.0,3.0,1334
$A_{1481}$,516.0,0.0,1.1,1.0,0.0,1.0,39.0,0.4,91.0,5.0,7.0,855.0,1401.0,819.0,8.0,0.0,10.0,1.0,1.0,1.0,0.0,228
$A_{1482}$,1366.0,1.0,1.7,1.0,5.0,1.0,53.0,0.2,161.0,5.0,9.0,647.0,1876.0,3869.0,17.0,5.0,14.0,1.0,0.0,1.0,3.0,141
$A_{1483}$,668.0,0.0,2.3,0.0,2.0,1.0,48.0,0.3,114.0,1.0,19.0,195.0,1292.0,1201.0,14.0,12.0,4.0,1.0,1.0,0.0,0.0,873
$A_{1484}$,1577.0,0.0,1.0,1.0,0.0,1.0,64.0,0.1,105.0,3.0,7.0,116.0,1432.0,2967.0,7.0,3.0,7.0,1.0,1.0,1.0,3.0,334
$A_{1485}$,1068.0,0.0,2.0,1.0,1.0,1.0,37.0,0.9,184.0,7.0,13.0,186.0,1998.0,1803.0,5.0,4.0,7.0,1.0,0.0,0.0,1.0,1133
$A_{1486}$,936.0,1.0,2.3,0.0,5.0,1.0,57.0,0.2,129.0,2.0,6.0,657.0,938.0,2049.0,12.0,8.0,5.0,1.0,1.0,0.0,1.0,443
$A_{1487}$,1162.0,0.0,2.0,0.0,0.0,1.0,56.0,0.7,114.0,7.0,1.0,56.0,997.0,1652.0,5.0,0.0,20.0,1.0,0.0,0.0,1.0,1487
$A_{1488}$,1117.0,1.0,0.5,1.0,2.0,0.0,21.0,0.1,177.0,2.0,19.0,495.0,1035.0,1999.0,15.0,9.0,2.0,1.0,0.0,1.0,1.0,528
